DATAFLOW,AGEINGP: Age,SEXP: Sex,REGION: Region,REGION_TYPE: Region Type,STATE: State,TIME_PERIOD: Time Period,OBS_VALUE
ABS:C21_G04_RA(1.0.0),29: 29,3: Persons,55: Migratory - Offshore - Shipping (WA),RA: Remoteness Area,5: Western Australia,2021,12
ABS:C21_G04_RA(1.0.0),25_29: 25-29 years,2: Females,55: Migratory - Offshore - Shipping (WA),RA: Remoteness Area,5: Western Australia,2021,7
ABS:C21_G04_RA(1.0.0),45_49: 45-49 years,3: Persons,55: Migratory - Offshore - Shipping (WA),RA: Remoteness Area,5: Western Australia,2021,57
ABS:C21_G04_RA(1.0.0),70: 70,1: Males,55: Migratory - Offshore - Shipping (WA),RA: Remoteness Area,5: Western Australia,2021,0
ABS:C21_G04_RA(1.0.0),95_99: 95-99 years,3: Persons,55: Migratory - Offshore - Shipping (WA),RA: Remoteness Area,5: Western Australia,2021,0
ABS:C21_G04_RA(1.0.0),2: 2,3: Persons,59: No usual address (WA),RA: Remoteness Area,5: Western Australia,2021,73
ABS:C21_G04_RA(1.0.0),18: 18,3: Persons,59: No usual address (WA),RA: Remoteness Area,5: Western Australia,2021,71
ABS:C21_G04_RA(1.0.0),20_24: 20-24 years,2: Females,59: No usual address (WA),RA: Remoteness Area,5: Western Australia,2021,256
ABS:C21_G04_RA(1.0.0),40_44: 40-44 years,3: Persons,59: No usual address (WA),RA: Remoteness Area,5: Western Australia,2021,770
ABS:C21_G04_RA(1.0.0),55: 55,3: Persons,59: No usual address (WA),RA: Remoteness Area,5: Western Australia,2021,133
ABS:C21_G04_RA(1.0.0),65: 65,1: Males,59: No usual address (WA),RA: Remoteness Area,5: Western Australia,2021,69
ABS:C21_G04_RA(1.0.0),77: 77,3: Persons,59: No usual address (WA),RA: Remoteness Area,5: Western Australia,2021,17
ABS:C21_G04_RA(1.0.0),12: 12,2: Females,61: Inner Regional Australia (Tas.),RA: Remoteness Area,6: Tasmania,2021,2079
ABS:C21_G04_RA(1.0.0),16: 16,3: Persons,61: Inner Regional Australia (Tas.),RA: Remoteness Area,6: Tasmania,2021,3899
ABS:C21_G04_RA(1.0.0),32: 32,3: Persons,61: Inner Regional Australia (Tas.),RA: Remoteness Area,6: Tasmania,2021,5347
ABS:C21_G04_RA(1.0.0),34: 34,2: Females,61: Inner Regional Australia (Tas.),RA: Remoteness Area,6: Tasmania,2021,2430
ABS:C21_G04_RA(1.0.0),54: 54,3: Persons,61: Inner Regional Australia (Tas.),RA: Remoteness Area,6: Tasmania,2021,3898
ABS:C21_G04_RA(1.0.0),70_74: 70-74 years,3: Persons,61: Inner Regional Australia (Tas.),RA: Remoteness Area,6: Tasmania,2021,17419
ABS:C21_G04_RA(1.0.0),80_84: 80-84 years,1: Males,61: Inner Regional Australia (Tas.),RA: Remoteness Area,6: Tasmania,2021,3848
ABS:C21_G04_RA(1.0.0),7: 7,2: Females,62: Outer Regional Australia (Tas.),RA: Remoteness Area,6: Tasmania,2021,1061
ABS:C21_G04_RA(1.0.0),23: 23,2: Females,62: Outer Regional Australia (Tas.),RA: Remoteness Area,6: Tasmania,2021,875
ABS:C21_G04_RA(1.0.0),27: 27,3: Persons,62: Outer Regional Australia (Tas.),RA: Remoteness Area,6: Tasmania,2021,2115
ABS:C21_G04_RA(1.0.0),43: 43,3: Persons,62: Outer Regional Australia (Tas.),RA: Remoteness Area,6: Tasmania,2021,2101
ABS:C21_G04_RA(1.0.0),53: 53,1: Males,62: Outer Regional Australia (Tas.),RA: Remoteness Area,6: Tasmania,2021,1290
ABS:C21_G04_RA(1.0.0),65_69: 65-69 years,3: Persons,62: Outer Regional Australia (Tas.),RA: Remoteness Area,6: Tasmania,2021,14964
ABS:C21_G04_RA(1.0.0),85_89: 85-89 years,3: Persons,62: Outer Regional Australia (Tas.),RA: Remoteness Area,6: Tasmania,2021,2969
ABS:C21_G04_RA(1.0.0),95_99: 95-99 years,2: Females,62: Outer Regional Australia (Tas.),RA: Remoteness Area,6: Tasmania,2021,203
ABS:C21_G04_RA(1.0.0),38: 38,3: Persons,63: Remote Australia (Tas.),RA: Remoteness Area,6: Tasmania,2021,89
ABS:C21_G04_RA(1.0.0),40_44: 40-44 years,2: Females,63: Remote Australia (Tas.),RA: Remoteness Area,6: Tasmania,2021,203
ABS:C21_G04_RA(1.0.0),54: 54,3: Persons,63: Remote Australia (Tas.),RA: Remoteness Area,6: Tasmania,2021,115
ABS:C21_G04_RA(1.0.0),55: 55,2: Females,63: Remote Australia (Tas.),RA: Remoteness Area,6: Tasmania,2021,69
ABS:C21_G04_RA(1.0.0),75: 75,3: Persons,63: Remote Australia (Tas.),RA: Remoteness Area,6: Tasmania,2021,86
ABS:C21_G04_RA(1.0.0),77: 77,2: Females,63: Remote Australia (Tas.),RA: Remoteness Area,6: Tasmania,2021,37
ABS:C21_G04_RA(1.0.0),11: 11,3: Persons,64: Very Remote Australia (Tas.),RA: Remoteness Area,6: Tasmania,2021,28
ABS:C21_G04_RA(1.0.0),13: 13,2: Females,64: Very Remote Australia (Tas.),RA: Remoteness Area,6: Tasmania,2021,11
ABS:C21_G04_RA(1.0.0),29: 29,2: Females,64: Very Remote Australia (Tas.),RA: Remoteness Area,6: Tasmania,2021,10
ABS:C21_G04_RA(1.0.0),40: 40,1: Males,64: Very Remote Australia (Tas.),RA: Remoteness Area,6: Tasmania,2021,17
ABS:C21_G04_RA(1.0.0),50: 50,2: Females,64: Very Remote Australia (Tas.),RA: Remoteness Area,6: Tasmania,2021,12
ABS:C21_G04_RA(1.0.0),66: 66,2: Females,64: Very Remote Australia (Tas.),RA: Remoteness Area,6: Tasmania,2021,21
ABS:C21_G04_RA(1.0.0),2: 2,2: Females,65: Migratory - Offshore - Shipping (Tas.),RA: Remoteness Area,6: Tasmania,2021,0
ABS:C21_G04_RA(1.0.0),14: 14,1: Males,65: Migratory - Offshore - Shipping (Tas.),RA: Remoteness Area,6: Tasmania,2021,0
ABS:C21_G04_RA(1.0.0),24: 24,2: Females,65: Migratory - Offshore - Shipping (Tas.),RA: Remoteness Area,6: Tasmania,2021,0
ABS:C21_G04_RA(1.0.0),35: 35,1: Males,65: Migratory - Offshore - Shipping (Tas.),RA: Remoteness Area,6: Tasmania,2021,0
ABS:C21_G04_RA(1.0.0),51: 51,1: Males,65: Migratory - Offshore - Shipping (Tas.),RA: Remoteness Area,6: Tasmania,2021,0
ABS:C21_G04_RA(1.0.0),77: 77,2: Females,65: Migratory - Offshore - Shipping (Tas.),RA: Remoteness Area,6: Tasmania,2021,0
ABS:C21_G04_RA(1.0.0),9: 9,1: Males,69: No usual address (Tas.),RA: Remoteness Area,6: Tasmania,2021,4
ABS:C21_G04_RA(1.0.0),25_29: 25-29 years,1: Males,69: No usual address (Tas.),RA: Remoteness Area,6: Tasmania,2021,64
ABS:C21_G04_RA(1.0.0),1: 1,1: Males,72: Outer Regional Australia (NT),RA: Remoteness Area,7: Northern Territory,2021,984
ABS:C21_G04_RA(1.0.0),11: 11,2: Females,72: Outer Regional Australia (NT),RA: Remoteness Area,7: Northern Territory,2021,869
ABS:C21_G04_RA(1.0.0),23: 23,1: Males,72: Outer Regional Australia (NT),RA: Remoteness Area,7: Northern Territory,2021,1100
ABS:C21_G04_RA(1.0.0),39: 39,1: Males,72: Outer Regional Australia (NT),RA: Remoteness Area,7: Northern Territory,2021,1078
ABS:C21_G04_RA(1.0.0),60: 60,1: Males,72: Outer Regional Australia (NT),RA: Remoteness Area,7: Northern Territory,2021,748
ABS:C21_G04_RA(1.0.0),12: 12,1: Males,73: Remote Australia (NT),RA: Remoteness Area,7: Northern Territory,2021,325
ABS:C21_G04_RA(1.0.0),34: 34,1: Males,73: Remote Australia (NT),RA: Remoteness Area,7: Northern Territory,2021,405
ABS:C21_G04_RA(1.0.0),71: 71,1: Males,73: Remote Australia (NT),RA: Remoteness Area,7: Northern Territory,2021,166
ABS:C21_G04_RA(1.0.0),3: 3,3: Persons,74: Very Remote Australia (NT),RA: Remoteness Area,7: Northern Territory,2021,676
ABS:C21_G04_RA(1.0.0),19: 19,3: Persons,74: Very Remote Australia (NT),RA: Remoteness Area,7: Northern Territory,2021,853
ABS:C21_G04_RA(1.0.0),45_49: 45-49 years,1: Males,74: Very Remote Australia (NT),RA: Remoteness Area,7: Northern Territory,2021,1230
ABS:C21_G04_RA(1.0.0),66: 66,1: Males,74: Very Remote Australia (NT),RA: Remoteness Area,7: Northern Territory,2021,99
ABS:C21_G04_RA(1.0.0),18: 18,1: Males,75: Migratory - Offshore - Shipping (NT),RA: Remoteness Area,7: Northern Territory,2021,0
ABS:C21_G04_RA(1.0.0),30_34: 30-34 years,3: Persons,75: Migratory - Offshore - Shipping (NT),RA: Remoteness Area,7: Northern Territory,2021,17
ABS:C21_G04_RA(1.0.0),40_44: 40-44 years,1: Males,75: Migratory - Offshore - Shipping (NT),RA: Remoteness Area,7: Northern Territory,2021,11
ABS:C21_G04_RA(1.0.0),51: 51,3: Persons,75: Migratory - Offshore - Shipping (NT),RA: Remoteness Area,7: Northern Territory,2021,3
ABS:C21_G04_RA(1.0.0),67: 67,3: Persons,75: Migratory - Offshore - Shipping (NT),RA: Remoteness Area,7: Northern Territory,2021,0
ABS:C21_G04_RA(1.0.0),3: 3,3: Persons,79: No usual address (NT),RA: Remoteness Area,7: Northern Territory,2021,44
ABS:C21_G04_RA(1.0.0),25_29: 25-29 years,3: Persons,79: No usual address (NT),RA: Remoteness Area,7: Northern Territory,2021,320
ABS:C21_G04_RA(1.0.0),40: 40,3: Persons,79: No usual address (NT),RA: Remoteness Area,7: Northern Territory,2021,54
ABS:C21_G04_RA(1.0.0),42: 42,2: Females,79: No usual address (NT),RA: Remoteness Area,7: Northern Territory,2021,19
ABS:C21_G04_RA(1.0.0),62: 62,3: Persons,79: No usual address (NT),RA: Remoteness Area,7: Northern Territory,2021,54
ABS:C21_G04_RA(1.0.0),24: 24,1: Males,80: Major Cities of Australia (ACT),RA: Remoteness Area,8: Australian Capital Territory,2021,3516
ABS:C21_G04_RA(1.0.0),40_44: 40-44 years,1: Males,80: Major Cities of Australia (ACT),RA: Remoteness Area,8: Australian Capital Territory,2021,15952
ABS:C21_G04_RA(1.0.0),65: 65,2: Females,80: Major Cities of Australia (ACT),RA: Remoteness Area,8: Australian Capital Territory,2021,2088
ABS:C21_G04_RA(1.0.0),13: 13,1: Males,81: Inner Regional Australia (ACT),RA: Remoteness Area,8: Australian Capital Territory,2021,3
ABS:C21_G04_RA(1.0.0),35_39: 35-39 years,1: Males,81: Inner Regional Australia (ACT),RA: Remoteness Area,8: Australian Capital Territory,2021,21
ABS:C21_G04_RA(1.0.0),50: 50,1: Males,81: Inner Regional Australia (ACT),RA: Remoteness Area,8: Australian Capital Territory,2021,10
ABS:C21_G04_RA(1.0.0),60: 60,2: Females,81: Inner Regional Australia (ACT),RA: Remoteness Area,8: Australian Capital Territory,2021,8
ABS:C21_G04_RA(1.0.0),72: 72,1: Males,81: Inner Regional Australia (ACT),RA: Remoteness Area,8: Australian Capital Territory,2021,0
ABS:C21_G04_RA(1.0.0),76: 76,2: Females,81: Inner Regional Australia (ACT),RA: Remoteness Area,8: Australian Capital Territory,2021,0
ABS:C21_G04_RA(1.0.0),8: 8,1: Males,85: Migratory - Offshore - Shipping (ACT),RA: Remoteness Area,8: Australian Capital Territory,2021,0
ABS:C21_G04_RA(1.0.0),24: 24,1: Males,85: Migratory - Offshore - Shipping (ACT),RA: Remoteness Area,8: Australian Capital Territory,2021,0
ABS:C21_G04_RA(1.0.0),45: 45,1: Males,85: Migratory - Offshore - Shipping (ACT),RA: Remoteness Area,8: Australian Capital Territory,2021,0
ABS:C21_G04_RA(1.0.0),61: 61,1: Males,85: Migratory - Offshore - Shipping (ACT),RA: Remoteness Area,8: Australian Capital Territory,2021,0
ABS:C21_G04_RA(1.0.0),GE100: 100 years and over,1: Males,85: Migratory - Offshore - Shipping (ACT),RA: Remoteness Area,8: Australian Capital Territory,2021,0
ABS:C21_G04_RA(1.0.0),19: 19,1: Males,89: No usual address (ACT),RA: Remoteness Area,8: Australian Capital Territory,2021,6
ABS:C21_G04_RA(1.0.0),35_39: 35-39 years,1: Males,89: No usual address (ACT),RA: Remoteness Area,8: Australian Capital Territory,2021,34
ABS:C21_G04_RA(1.0.0),56: 56,1: Males,89: No usual address (ACT),RA: Remoteness Area,8: Australian Capital Territory,2021,5
ABS:C21_G04_RA(1.0.0),68: 68,3: Persons,89: No usual address (ACT),RA: Remoteness Area,8: Australian Capital Territory,2021,8
ABS:C21_G04_RA(1.0.0),28: 28,3: Persons,91: Inner Regional Australia (OT),RA: Remoteness Area,9: Other Territories,2021,4
ABS:C21_G04_RA(1.0.0),44: 44,3: Persons,91: Inner Regional Australia (OT),RA: Remoteness Area,9: Other Territories,2021,0
ABS:C21_G04_RA(1.0.0),54: 54,1: Males,91: Inner Regional Australia (OT),RA: Remoteness Area,9: Other Territories,2021,0
ABS:C21_G04_RA(1.0.0),65: 65,3: Persons,91: Inner Regional Australia (OT),RA: Remoteness Area,9: Other Territories,2021,0
ABS:C21_G04_RA(1.0.0),90_94: 90-94 years,3: Persons,91: Inner Regional Australia (OT),RA: Remoteness Area,9: Other Territories,2021,0
ABS:C21_G04_RA(1.0.0),1: 1,3: Persons,94: Very Remote Australia (OT),RA: Remoteness Area,9: Other Territories,2021,39
ABS:C21_G04_RA(1.0.0),17: 17,3: Persons,94: Very Remote Australia (OT),RA: Remoteness Area,9: Other Territories,2021,38
ABS:C21_G04_RA(1.0.0),39: 39,3: Persons,94: Very Remote Australia (OT),RA: Remoteness Area,9: Other Territories,2021,69
ABS:C21_G04_RA(1.0.0),40: 40,2: Females,94: Very Remote Australia (OT),RA: Remoteness Area,9: Other Territories,2021,26
ABS:C21_G04_RA(1.0.0),56: 56,2: Females,94: Very Remote Australia (OT),RA: Remoteness Area,9: Other Territories,2021,30
ABS:C21_G04_RA(1.0.0),55_59: 55-59 years,3: Persons,94: Very Remote Australia (OT),RA: Remoteness Area,9: Other Territories,2021,369
ABS:C21_G04_RA(1.0.0),12: 12,3: Persons,95: Migratory - Offshore - Shipping (OT),RA: Remoteness Area,9: Other Territories,2021,0
ABS:C21_G04_RA(1.0.0),14: 14,2: Females,95: Migratory - Offshore - Shipping (OT),RA: Remoteness Area,9: Other Territories,2021,0
ABS:C21_G04_RA(1.0.0),30_34: 30-34 years,2: Females,95: Migratory - Offshore - Shipping (OT),RA: Remoteness Area,9: Other Territories,2021,0
ABS:C21_G04_RA(1.0.0),51: 51,2: Females,95: Migratory - Offshore - Shipping (OT),RA: Remoteness Area,9: Other Territories,2021,0
ABS:C21_G04_RA(1.0.0),71: 71,3: Persons,95: Migratory - Offshore - Shipping (OT),RA: Remoteness Area,9: Other Territories,2021,0
ABS:C21_G04_RA(1.0.0),3: 3,2: Females,99: No usual address (OT),RA: Remoteness Area,9: Other Territories,2021,0
ABS:C21_G04_RA(1.0.0),15_19: 15-19 years,1: Males,99: No usual address (OT),RA: Remoteness Area,9: Other Territories,2021,0
ABS:C21_G04_RA(1.0.0),25_29: 25-29 years,2: Females,99: No usual address (OT),RA: Remoteness Area,9: Other Territories,2021,0
ABS:C21_G04_RA(1.0.0),40: 40,2: Females,99: No usual address (OT),RA: Remoteness Area,9: Other Territories,2021,0
ABS:C21_G04_RA(1.0.0),62: 62,2: Females,99: No usual address (OT),RA: Remoteness Area,9: Other Territories,2021,0
ABS:C21_G04_RA(1.0.0),78: 78,2: Females,99: No usual address (OT),RA: Remoteness Area,9: Other Territories,2021,0
ABS:C21_G04_RA(1.0.0),5_9: 5-9 years,3: Persons,10: Major Cities of Australia (NSW),RA: Remoteness Area,1: New South Wales,2021,380850
ABS:C21_G04_RA(1.0.0),42: 42,2: Females,10: Major Cities of Australia (NSW),RA: Remoteness Area,1: New South Wales,2021,41770
ABS:C21_G04_RA(1.0.0),42: 42,3: Persons,10: Major Cities of Australia (NSW),RA: Remoteness Area,1: New South Wales,2021,82780
ABS:C21_G04_RA(1.0.0),58: 58,2: Females,10: Major Cities of Australia (NSW),RA: Remoteness Area,1: New South Wales,2021,37149
ABS:C21_G04_RA(1.0.0),68: 68,1: Males,10: Major Cities of Australia (NSW),RA: Remoteness Area,1: New South Wales,2021,25854
ABS:C21_G04_RA(1.0.0),70_74: 70-74 years,1: Males,10: Major Cities of Australia (NSW),RA: Remoteness Area,1: New South Wales,2021,117687
ABS:C21_G04_RA(1.0.0),80_84: 80-84 years,2: Females,10: Major Cities of Australia (NSW),RA: Remoteness Area,1: New South Wales,2021,68920
ABS:C21_G04_RA(1.0.0),0_4: 0-4 years,3: Persons,11: Inner Regional Australia (NSW),RA: Remoteness Area,1: New South Wales,2021,84183
ABS:C21_G04_RA(1.0.0),15: 15,2: Females,11: Inner Regional Australia (NSW),RA: Remoteness Area,1: New South Wales,2021,9492
ABS:C21_G04_RA(1.0.0),15: 15,3: Persons,11: Inner Regional Australia (NSW),RA: Remoteness Area,1: New South Wales,2021,19637
ABS:C21_G04_RA(1.0.0),31: 31,2: Females,11: Inner Regional Australia (NSW),RA: Remoteness Area,1: New South Wales,2021,9041
ABS:C21_G04_RA(1.0.0),37: 37,3: Persons,11: Inner Regional Australia (NSW),RA: Remoteness Area,1: New South Wales,2021,17541
ABS:C21_G04_RA(1.0.0),43: 43,1: Males,11: Inner Regional Australia (NSW),RA: Remoteness Area,1: New South Wales,2021,8067
ABS:C21_G04_RA(1.0.0),53: 53,2: Females,11: Inner Regional Australia (NSW),RA: Remoteness Area,1: New South Wales,2021,9833
ABS:C21_G04_RA(1.0.0),65_69: 65-69 years,1: Males,11: Inner Regional Australia (NSW),RA: Remoteness Area,1: New South Wales,2021,52121
ABS:C21_G04_RA(1.0.0),0: 0,1: Males,12: Outer Regional Australia (NSW),RA: Remoteness Area,1: New South Wales,2021,1963
ABS:C21_G04_RA(1.0.0),6: 6,2: Females,12: Outer Regional Australia (NSW),RA: Remoteness Area,1: New South Wales,2021,2059
ABS:C21_G04_RA(1.0.0),10: 10,3: Persons,12: Outer Regional Australia (NSW),RA: Remoteness Area,1: New South Wales,2021,4764
ABS:C21_G04_RA(1.0.0),16: 16,1: Males,12: Outer Regional Australia (NSW),RA: Remoteness Area,1: New South Wales,2021,2310
ABS:C21_G04_RA(1.0.0),38: 38,1: Males,12: Outer Regional Australia (NSW),RA: Remoteness Area,1: New South Wales,2021,1921
ABS:C21_G04_RA(1.0.0),11: 11,1: Males,13: Remote Australia (NSW),RA: Remoteness Area,1: New South Wales,2021,193
ABS:C21_G04_RA(1.0.0),39: 39,2: Females,13: Remote Australia (NSW),RA: Remoteness Area,1: New South Wales,2021,134
ABS:C21_G04_RA(1.0.0),12: 12,2: Females,14: Very Remote Australia (NSW),RA: Remoteness Area,1: New South Wales,2021,31
ABS:C21_G04_RA(1.0.0),71: 71,3: Persons,14: Very Remote Australia (NSW),RA: Remoteness Area,1: New South Wales,2021,86
ABS:C21_G04_RA(1.0.0),90_94: 90-94 years,1: Males,14: Very Remote Australia (NSW),RA: Remoteness Area,1: New South Wales,2021,9
ABS:C21_G04_RA(1.0.0),45_49: 45-49 years,3: Persons,15: Migratory - Offshore - Shipping (NSW),RA: Remoteness Area,1: New South Wales,2021,0
ABS:C21_G04_RA(1.0.0),55_59: 55-59 years,1: Males,15: Migratory - Offshore - Shipping (NSW),RA: Remoteness Area,1: New South Wales,2021,0
ABS:C21_G04_RA(1.0.0),66: 66,3: Persons,15: Migratory - Offshore - Shipping (NSW),RA: Remoteness Area,1: New South Wales,2021,0
ABS:C21_G04_RA(1.0.0),95_99: 95-99 years,2: Females,15: Migratory - Offshore - Shipping (NSW),RA: Remoteness Area,1: New South Wales,2021,0
ABS:C21_G04_RA(1.0.0),95_99: 95-99 years,3: Persons,15: Migratory - Offshore - Shipping (NSW),RA: Remoteness Area,1: New South Wales,2021,0
ABS:C21_G04_RA(1.0.0),18: 18,3: Persons,19: No usual address (NSW),RA: Remoteness Area,1: New South Wales,2021,121
ABS:C21_G04_RA(1.0.0),40_44: 40-44 years,3: Persons,19: No usual address (NSW),RA: Remoteness Area,1: New South Wales,2021,902
ABS:C21_G04_RA(1.0.0),55: 55,2: Females,19: No usual address (NSW),RA: Remoteness Area,1: New South Wales,2021,62
ABS:C21_G04_RA(1.0.0),55: 55,3: Persons,19: No usual address (NSW),RA: Remoteness Area,1: New South Wales,2021,167
ABS:C21_G04_RA(1.0.0),67: 67,1: Males,19: No usual address (NSW),RA: Remoteness Area,1: New South Wales,2021,94
ABS:C21_G04_RA(1.0.0),0: 0,2: Females,20: Major Cities of Australia (Vic.),RA: Remoteness Area,2: Victoria,2021,28318
ABS:C21_G04_RA(1.0.0),16: 16,2: Females,20: Major Cities of Australia (Vic.),RA: Remoteness Area,2: Victoria,2021,26759
ABS:C21_G04_RA(1.0.0),74: 74,3: Persons,20: Major Cities of Australia (Vic.),RA: Remoteness Area,2: Victoria,2021,39182
ABS:C21_G04_RA(1.0.0),75: 75,3: Persons,20: Major Cities of Australia (Vic.),RA: Remoteness Area,2: Victoria,2021,32342
ABS:C21_G04_RA(1.0.0),49: 49,3: Persons,21: Inner Regional Australia (Vic.),RA: Remoteness Area,2: Victoria,2021,16352
ABS:C21_G04_RA(1.0.0),70: 70,3: Persons,21: Inner Regional Australia (Vic.),RA: Remoteness Area,2: Victoria,2021,15351
ABS:C21_G04_RA(1.0.0),22: 22,3: Persons,22: Outer Regional Australia (Vic.),RA: Remoteness Area,2: Victoria,2021,2298
ABS:C21_G04_RA(1.0.0),44: 44,3: Persons,22: Outer Regional Australia (Vic.),RA: Remoteness Area,2: Victoria,2021,2711
ABS:C21_G04_RA(1.0.0),71: 71,1: Males,22: Outer Regional Australia (Vic.),RA: Remoteness Area,2: Victoria,2021,1910
ABS:C21_G04_RA(1.0.0),90_94: 90-94 years,3: Persons,22: Outer Regional Australia (Vic.),RA: Remoteness Area,2: Victoria,2021,2270
ABS:C21_G04_RA(1.0.0),29: 29,1: Males,23: Remote Australia (Vic.),RA: Remoteness Area,2: Victoria,2021,13
ABS:C21_G04_RA(1.0.0),45_49: 45-49 years,1: Males,23: Remote Australia (Vic.),RA: Remoteness Area,2: Victoria,2021,80
ABS:C21_G04_RA(1.0.0),66: 66,1: Males,23: Remote Australia (Vic.),RA: Remoteness Area,2: Victoria,2021,24
ABS:C21_G04_RA(1.0.0),72: 72,2: Females,23: Remote Australia (Vic.),RA: Remoteness Area,2: Victoria,2021,14
ABS:C21_G04_RA(1.0.0),2: 2,1: Males,25: Migratory - Offshore - Shipping (Vic.),RA: Remoteness Area,2: Victoria,2021,0
ABS:C21_G04_RA(1.0.0),18: 18,1: Males,25: Migratory - Offshore - Shipping (Vic.),RA: Remoteness Area,2: Victoria,2021,0
ABS:C21_G04_RA(1.0.0),30_34: 30-34 years,3: Persons,25: Migratory - Offshore - Shipping (Vic.),RA: Remoteness Area,2: Victoria,2021,6
ABS:C21_G04_RA(1.0.0),45: 45,2: Females,25: Migratory - Offshore - Shipping (Vic.),RA: Remoteness Area,2: Victoria,2021,0
ABS:C21_G04_RA(1.0.0),51: 51,3: Persons,25: Migratory - Offshore - Shipping (Vic.),RA: Remoteness Area,2: Victoria,2021,0
ABS:C21_G04_RA(1.0.0),67: 67,2: Females,25: Migratory - Offshore - Shipping (Vic.),RA: Remoteness Area,2: Victoria,2021,0
ABS:C21_G04_RA(1.0.0),3: 3,3: Persons,29: No usual address (Vic.),RA: Remoteness Area,2: Victoria,2021,74
ABS:C21_G04_RA(1.0.0),19: 19,2: Females,29: No usual address (Vic.),RA: Remoteness Area,2: Victoria,2021,69
ABS:C21_G04_RA(1.0.0),25_29: 25-29 years,3: Persons,29: No usual address (Vic.),RA: Remoteness Area,2: Victoria,2021,928
ABS:C21_G04_RA(1.0.0),40: 40,2: Females,29: No usual address (Vic.),RA: Remoteness Area,2: Victoria,2021,81
ABS:C21_G04_RA(1.0.0),42: 42,2: Females,29: No usual address (Vic.),RA: Remoteness Area,2: Victoria,2021,62
ABS:C21_G04_RA(1.0.0),17: 17,3: Persons,30: Major Cities of Australia (Qld),RA: Remoteness Area,3: Queensland,2021,40065
ABS:C21_G04_RA(1.0.0),27: 27,1: Males,30: Major Cities of Australia (Qld),RA: Remoteness Area,3: Queensland,2021,23565
ABS:C21_G04_RA(1.0.0),33: 33,2: Females,30: Major Cities of Australia (Qld),RA: Remoteness Area,3: Queensland,2021,24998
ABS:C21_G04_RA(1.0.0),39: 39,3: Persons,30: Major Cities of Australia (Qld),RA: Remoteness Area,3: Queensland,2021,47998
ABS:C21_G04_RA(1.0.0),55_59: 55-59 years,2: Females,30: Major Cities of Australia (Qld),RA: Remoteness Area,3: Queensland,2021,99444
ABS:C21_G04_RA(1.0.0),55_59: 55-59 years,3: Persons,30: Major Cities of Australia (Qld),RA: Remoteness Area,3: Queensland,2021,192103
ABS:C21_G04_RA(1.0.0),2: 2,1: Males,31: Inner Regional Australia (Qld),RA: Remoteness Area,3: Queensland,2021,5274
ABS:C21_G04_RA(1.0.0),12: 12,3: Persons,31: Inner Regional Australia (Qld),RA: Remoteness Area,3: Queensland,2021,13986
ABS:C21_G04_RA(1.0.0),28: 28,2: Females,31: Inner Regional Australia (Qld),RA: Remoteness Area,3: Queensland,2021,5664
ABS:C21_G04_RA(1.0.0),30_34: 30-34 years,2: Females,31: Inner Regional Australia (Qld),RA: Remoteness Area,3: Queensland,2021,28701
ABS:C21_G04_RA(1.0.0),40_44: 40-44 years,1: Males,31: Inner Regional Australia (Qld),RA: Remoteness Area,3: Queensland,2021,27330
ABS:C21_G04_RA(1.0.0),61: 61,1: Males,31: Inner Regional Australia (Qld),RA: Remoteness Area,3: Queensland,2021,6748
ABS:C21_G04_RA(1.0.0),3: 3,2: Females,32: Outer Regional Australia (Qld),RA: Remoteness Area,3: Queensland,2021,3816
ABS:C21_G04_RA(1.0.0),13: 13,1: Males,32: Outer Regional Australia (Qld),RA: Remoteness Area,3: Queensland,2021,5023
ABS:C21_G04_RA(1.0.0),25_29: 25-29 years,2: Females,32: Outer Regional Australia (Qld),RA: Remoteness Area,3: Queensland,2021,21874
ABS:C21_G04_RA(1.0.0),35_39: 35-39 years,1: Males,32: Outer Regional Australia (Qld),RA: Remoteness Area,3: Queensland,2021,21794
ABS:C21_G04_RA(1.0.0),40: 40,2: Females,32: Outer Regional Australia (Qld),RA: Remoteness Area,3: Queensland,2021,4467
ABS:C21_G04_RA(1.0.0),8: 8,1: Males,33: Remote Australia (Qld),RA: Remoteness Area,3: Queensland,2021,537
ABS:C21_G04_RA(1.0.0),35: 35,2: Females,33: Remote Australia (Qld),RA: Remoteness Area,3: Queensland,2021,526
ABS:C21_G04_RA(1.0.0),9: 9,2: Females,34: Very Remote Australia (Qld),RA: Remoteness Area,3: Queensland,2021,432
ABS:C21_G04_RA(1.0.0),68: 68,3: Persons,34: Very Remote Australia (Qld),RA: Remoteness Area,3: Queensland,2021,441
ABS:C21_G04_RA(1.0.0),5: 5,2: Females,35: Migratory - Offshore - Shipping (Qld),RA: Remoteness Area,3: Queensland,2021,0
ABS:C21_G04_RA(1.0.0),41: 41,3: Persons,35: Migratory - Offshore - Shipping (Qld),RA: Remoteness Area,3: Queensland,2021,3
ABS:C21_G04_RA(1.0.0),63: 63,3: Persons,35: Migratory - Offshore - Shipping (Qld),RA: Remoteness Area,3: Queensland,2021,0
ABS:C21_G04_RA(1.0.0),79: 79,2: Females,35: Migratory - Offshore - Shipping (Qld),RA: Remoteness Area,3: Queensland,2021,0
ABS:C21_G04_RA(1.0.0),79: 79,3: Persons,35: Migratory - Offshore - Shipping (Qld),RA: Remoteness Area,3: Queensland,2021,0
